artist,song,album,album_type,release_date,artist_type,duration_ms,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,pop,dance,metal,rock,hip_hop,edm,r&b,country,emo,latin,k-pop,year
Katy Perry,E.T.,Teenage Dream,album,2010-08-24,artist,206373,False,8,0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183,4,1,1,0,0,0,0,0,0,0,0,0,2010
Katy Perry,The One That Got Away,Teenage Dream,album,2010-08-24,artist,227333,False,7,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,4,1,1,0,0,0,0,0,0,0,0,0,2010
Katy Perry,Firework,Teenage Dream,album,2010-08-24,artist,227893,False,4,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,4,1,1,0,0,0,0,0,0,0,0,0,2010
Katy Perry,Teenage Dream,Teenage Dream,album,2010-08-24,artist,227741,False,1,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,4,1,1,0,0,0,0,0,0,0,0,0,2010
Sara Bareilles,King of Anything,Kaleidoscope Heart,album,2010-09-07,artist,207493,False,5,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,4,1,0,0,1,0,0,0,0,0,0,0,2010
Bruno Mars,Grenade,Doo-Wops & Hooligans,album,2010-10-05,artist,223253,False,1,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,4,1,1,0,0,0,0,0,0,0,0,0,2010
Bruno Mars,The Lazy Song,Doo-Wops & Hooligans,album,2010-10-05,artist,190213,False,5,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.949,174.943,4,1,1,0,0,0,0,0,0,0,0,0,2010
Bruno Mars,Just the Way You Are,Doo-Wops & Hooligans,album,2010-10-05,artist,220733,False,2,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,4,1,1,0,0,0,0,0,0,0,0,0,2010
P!nk,Raise Your Glass,Raise Your Glass,single,2010-10-06,artist,203333,True,1,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.028,4,1,1,0,0,0,0,0,0,0,0,0,2010
Kesha,We R Who We R,We R Who We R,single,2010-10-22,artist,204826,False,1,0.739,0.818,8,-5.062,1,0.0418,0.008,0.00504,0.164,0.713,119.982,4,1,1,0,0,0,1,0,0,0,0,0,2010
P!nk,F**kin' Perfect,Greatest Hits...So Far!!!,compilation,2010-11-12,artist,213586,True,18,0.575,0.648,7,-4.747,1,0.0333,0.0391,0.0,0.364,0.494,91.974,4,1,1,0,0,0,0,0,0,0,0,0,2010
Nelly,Just A Dream,5.0,album,2010-11-12,artist,237800,False,4,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,4,1,1,0,0,1,0,0,0,0,0,0,2010
Rihanna,Only Girl (In The World),Loud,album,2010-11-15,artist,235520,False,5,0.786,0.716,11,-4.253,0,0.0409,0.102,1.72e-05,0.0557,0.595,125.921,4,1,1,0,0,0,0,0,0,0,0,0,2010
Rihanna,S&M,Loud,album,2010-11-15,artist,243533,False,1,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,4,1,1,0,0,0,0,0,0,0,0,0,2010
Rihanna,What's My Name?,Loud,album,2010-11-16,artist,263173,False,2,0.69,0.786,2,-2.959,1,0.0692,0.229,0.0,0.0797,0.583,100.049,4,1,1,0,0,0,0,0,0,0,0,0,2010
Rihanna,Cheers (Drink To That),Loud,album,2010-11-16,artist,261746,False,3,0.576,0.912,9,-3.623,1,0.0403,0.0182,0.0,0.293,0.727,79.981,4,1,1,0,0,0,0,0,0,0,0,0,2010
Kesha,TiK ToK,Animal + Cannibal (Deluxe Edition),compilation,2010-11-19,artist,199693,False,2,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,4,1,1,0,0,0,1,0,0,0,0,0,2010
Flo Rida,Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),album,2010-11-24,artist,234560,False,7,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,4,1,1,0,0,1,0,0,0,0,0,0,2010
Lady Gaga,Born This Way,Born This Way (Special Edition),album,2011-01-01,artist,260253,False,2,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,4,1,1,0,0,0,0,0,0,0,0,0,2011
Olly Murs,Troublemaker (feat. Flo Rida),Right Place Right Time (Deluxe),album,2011-01-01,artist,185200,False,3,0.761,0.856,0,-3.65,0,0.0731,0.02,0.0,0.149,0.967,106.009,4,1,1,0,1,0,1,0,0,0,0,0,2011
Demi Lovato,Give Your Heart a Break,Unbroken,album,2011-01-01,artist,205346,False,10,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,4,1,1,0,0,0,0,0,0,0,0,0,2011
Demi Lovato,Skyscraper,Unbroken,album,2011-01-01,artist,221293,False,11,0.575,0.614,7,-3.252,1,0.0292,0.16,0.0,0.13,0.198,103.933,4,1,1,0,0,0,0,0,0,0,0,0,2011
Hunter Hayes,Wanted,Hunter Hayes (Encore),album,2011-01-01,artist,228840,False,2,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,4,1,0,0,1,0,0,0,1,0,0,0,2011
Neon Trees,Everybody Talks,Everybody Talks,single,2011-01-01,artist,179386,False,1,0.476,0.918,8,-3.988,1,0.0616,0.00895,0.0,0.292,0.717,154.897,4,1,0,0,1,0,0,0,0,0,0,0,2011
LMFAO,Party Rock Anthem,Sorry For Party Rocking,album,2011-01-01,artist,262173,False,3,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,4,1,1,0,0,1,0,0,0,0,0,0,2011
Demi Lovato,Skyscraper,Skyscraper,single,2011-01-01,artist,222440,False,1,0.582,0.605,7,-3.264,1,0.0321,0.12,0.0,0.129,0.161,103.885,4,1,1,0,0,0,0,0,0,0,0,0,2011
Selena Gomez & The Scene,Love You Like A Love Song,When The Sun Goes Down,album,2011-01-01,artist,188453,False,1,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,4,1,1,0,0,1,1,0,0,0,0,0,2011
Lady Gaga,The Edge Of Glory,Born This Way,album,2011-01-01,artist,320586,False,14,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,4,1,1,0,0,0,0,0,0,0,0,0,2011
Gotye,Somebody That I Used To Know,Making Mirrors,album,2011-01-01,artist,244973,False,3,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,4,1,0,0,0,0,0,0,0,0,0,0,2011
Jessie J,Domino,Who You Are (Platinum Edition),album,2011-01-01,artist,231693,False,14,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,126.977,4,1,1,0,0,1,1,0,0,0,0,0,2011
Beyoncé,I Was Here,4,album,2011-01-01,artist,239213,False,11,0.51,0.627,7,-6.59,1,0.0336,0.431,0.0,0.0927,0.234,110.992,3,1,1,0,0,0,0,1,0,0,0,0,2011
Beyoncé,Love On Top,4,album,2011-01-01,artist,267413,False,8,0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,4,1,1,0,0,0,0,1,0,0,0,0,2011
Beyoncé,Best Thing I Never Had,4,album,2011-01-01,artist,253746,False,4,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,4,1,1,0,0,0,0,1,0,0,0,0,2011
Breaking Benjamin,The Diary Of Jane,Shallow Bay: The Best Of Breaking Benjamin Deluxe Edition (Explicit),compilation,2011-01-01,artist,200226,False,7,0.395,0.954,10,-4.388,0,0.0748,6.71e-05,0.0147,0.143,0.355,167.082,4,0,0,1,0,0,0,0,0,0,0,0,2011
Lady A,Just A Kiss,Own The Night,album,2011-01-01,artist,218840,False,2,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,4,1,0,0,0,0,0,0,1,0,0,0,2011
Jennifer Lopez,On The Floor - Radio Edit,On The Floor,single,2011-01-01,artist,230906,False,1,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,4,1,1,0,0,1,0,0,0,0,0,0,2011
The Wanted,Glad You Came,Glad You Came,single,2011-01-01,artist,198466,False,1,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,4,1,1,0,0,0,0,0,0,0,0,0,2011
LMFAO,Sexy And I Know It,Sorry For Party Rocking (Deluxe Version),album,2011-01-01,artist,199480,False,4,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,4,1,1,0,0,1,0,0,0,0,0,0,2011
Jessie J,Price Tag,Who You Are (Platinum Edition),album,2011-01-01,artist,223053,False,1,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038,4,1,1,0,0,1,1,0,0,0,0,0,2011
The Script,For the First Time,Science & Faith,album,2011-01-18,artist,252853,True,2,0.396,0.629,9,-4.78,1,0.0287,0.0328,0.0,0.183,0.358,173.794,4,1,1,0,1,0,0,0,0,0,0,0,2011
Adele,Set Fire to the Rain,21,album,2011-01-19,artist,241693,False,5,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,4,1,0,0,0,0,0,1,0,0,0,0,2011
Adele,Rumour Has It,21,album,2011-01-19,artist,221426,False,2,0.618,0.753,7,-5.05,0,0.0451,0.637,0.0,0.0905,0.557,120.041,4,1,0,0,0,0,0,1,0,0,0,0,2011
Adele,Someone Like You,21,album,2011-01-19,artist,285040,False,11,0.559,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109,4,1,0,0,0,0,0,1,0,0,0,0,2011
Adele,Rolling in the Deep,21,album,2011-01-19,artist,228293,False,1,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,4,1,0,0,0,0,0,1,0,0,0,0,2011
The Calling,Wherever You Will Go,The Best Of...,compilation,2011-02-04,artist,209360,False,1,0.551,0.696,2,-6.192,1,0.0265,0.0392,0.0,0.127,0.354,112.024,4,1,0,0,1,0,0,0,0,0,0,0,2011
Avril Lavigne,What the Hell,Goodbye Lullaby,album,2011-03-04,artist,220626,False,2,0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014,4,1,1,0,0,0,0,0,0,0,0,0,2011
Britney Spears,Hold It Against Me,Femme Fatale (Deluxe Version),album,2011-03-28,artist,228826,False,2,0.648,0.722,0,-4.813,0,0.0427,0.0103,0.0,0.24,0.389,132.973,4,1,1,0,0,0,0,0,0,0,0,0,2011
Christina Perri,Jar of Hearts,lovestrong.,album,2011-05-10,artist,246587,False,5,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,4,1,1,0,1,0,0,0,0,0,0,0,2011
Foster The People,Pumped Up Kicks,Torches,album,2011-05-23,artist,239600,False,2,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,1,0,0,1,0,0,0,0,0,0,0,2011
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),album,2011-06-17,artist,252306,False,2,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,4,1,1,0,0,1,0,0,0,0,1,0,2011
Pitbull,International Love (feat. Chris Brown),Planet Pit (Deluxe Version),album,2011-06-17,artist,227280,False,8,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,4,1,1,0,0,1,0,0,0,0,1,0,2011
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),Planet Pit (Deluxe Version),album,2011-06-17,artist,234453,False,4,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,4,1,1,0,0,1,0,0,0,0,1,0,2011
Beyoncé,Best Thing I Never Had,4,album,2011-06-24,artist,253746,False,12,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,4,1,1,0,0,0,0,1,0,0,0,0,2011
Flo Rida,Good Feeling,Good Feeling,single,2011-08-29,artist,248133,False,1,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4,1,1,0,0,1,0,0,0,0,0,0,2011
David Guetta,Titanium (feat. Sia),Nothing but the Beat,album,2011-08-31,artist,245040,False,13,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,4,1,1,0,0,0,1,0,0,0,0,0,2011
Ed Sheeran,The A Team,+,album,2011-09-09,artist,258373,False,1,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,4,1,0,0,0,0,0,0,0,0,0,0,2011
Boyce Avenue,Mirrors (feat. Fifth Harmony),"Cover Collaborations, Vol. 2",album,2011-09-16,artist,292566,False,10,0.563,0.658,1,-7.177,1,0.0419,0.492,0.0,0.105,0.702,77.041,4,1,0,0,0,0,0,0,0,0,0,0,2011
Jason Derulo,Don't Wanna Go Home,Future History (Deluxe Edition),album,2011-09-16,artist,206080,False,1,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,4,1,1,0,0,1,0,0,0,0,0,0,2011
Boyce Avenue,When I Was Your Man (feat. Fifth Harmony),"Cover Collaborations, Vol. 2",album,2011-09-16,artist,218472,False,11,0.404,0.237,7,-10.001,1,0.039,0.906,0.0,0.111,0.163,143.785,4,1,0,0,0,0,0,0,0,0,0,0,2011
Gavin DeGraw,Not Over You,Sweeter,album,2011-09-16,artist,218520,False,2,0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051,4,1,0,0,1,0,0,0,0,0,0,0,2011
Christina Perri,A Thousand Years,A Thousand Years,single,2011-10-18,artist,285120,False,1,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,1,1,0,1,0,0,0,0,0,0,0,2011
Coldplay,Paradise,Mylo Xyloto,album,2011-10-24,artist,278719,False,3,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4,1,0,0,0,0,0,0,0,0,0,0,2011
Kelly Clarkson,Stronger (What Doesn't Kill You),Stronger (Deluxe Version),album,2011-10-24,artist,221946,False,2,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,4,1,1,0,1,0,0,0,0,0,0,0,2011
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),The Papercut Chronicles II,album,2011-11-11,artist,222213,True,7,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,4,1,1,0,0,1,0,0,0,0,0,0,2011
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,album,2011-11-11,artist,210960,False,4,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,4,1,1,0,0,1,0,0,0,0,0,0,2011
Drake,Take Care,Take Care (Deluxe),album,2011-11-15,artist,277386,True,5,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,4,1,0,0,0,1,0,0,0,0,0,0,2011
Rihanna,You Da One,Talk That Talk,album,2011-11-19,artist,200013,True,1,0.702,0.715,5,-5.377,0,0.0425,0.503,2.44e-05,0.126,0.863,127.05,4,1,1,0,0,0,0,0,0,0,0,0,2011
Rihanna,Birthday Cake,Talk That Talk,album,2011-11-19,artist,78200,True,6,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,4,1,1,0,0,0,0,0,0,0,0,0,2011
Rihanna,Where Have You Been,Talk That Talk,album,2011-11-19,artist,242680,False,2,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,4,1,1,0,0,0,0,0,0,0,0,0,2011
Hot Chelle Rae,Honestly,Whatever,album,2011-11-25,artist,201506,False,3,0.641,0.787,0,-4.271,1,0.0375,0.0268,0.0,0.11,0.916,93.01,4,1,1,0,1,0,0,0,0,0,0,0,2011
Hot Chelle Rae,I Like It Like That (feat. New Boyz),Whatever,album,2011-11-25,artist,188200,False,1,0.742,0.784,1,-5.458,1,0.0552,0.0308,0.0,0.354,0.65,101.002,4,1,1,0,1,0,0,0,0,0,0,0,2011
Hot Chelle Rae,Tonight Tonight,Whatever,album,2011-11-25,artist,200466,False,2,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,4,1,1,0,1,0,0,0,0,0,0,0,2011
Flo Rida,Wild Ones (feat. Sia),Wild Ones (feat. Sia),single,2011-12-19,artist,233688,False,1,0.624,0.889,5,-3.772,0,0.0504,0.101,0.0,0.227,0.45,127.019,4,1,1,0,0,1,0,0,0,0,0,0,2011
McFly,No Worries,Memory Lane (The Best Of McFly) [Deluxe Edition],compilation,2012-01-01,artist,252230,False,6,0.528,0.873,10,-5.116,1,0.0337,0.0153,0.0,0.114,0.79,80.014,4,1,1,0,0,0,0,0,0,0,0,0,2012
McFly,You've Got A Friend,Memory Lane (The Best Of McFly) [Deluxe Edition],compilation,2012-01-01,artist,271004,False,5,0.475,0.418,11,-9.922,1,0.0274,0.338,1.26e-05,0.151,0.49,183.86,4,1,1,0,0,0,0,0,0,0,0,0,2012
McFly,The Guy Who Turned Her Down,Memory Lane (The Best Of McFly) [Deluxe Edition],compilation,2012-01-01,artist,236444,False,3,0.666,0.876,10,-3.823,1,0.0342,0.178,0.0,0.233,0.827,125.038,4,1,1,0,0,0,0,0,0,0,0,0,2012
McFly,Memory Lane,Memory Lane (The Best Of McFly) [Deluxe Edition],compilation,2012-01-01,artist,277453,False,22,0.361,0.946,8,-3.03,1,0.0461,0.00197,0.0,0.0487,0.502,159.755,4,1,1,0,0,0,0,0,0,0,0,0,2012
Pitbull,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),album,2012-01-01,artist,204160,False,13,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,4,1,1,0,0,1,0,0,0,0,1,0,2012
Zedd,Clarity,Clarity,album,2012-01-01,artist,271426,False,5,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4,1,1,0,0,0,1,0,0,0,0,0,2012
Secondhand Serenade,Fall for You (Acoustic),A Naked Twist in My Story,album,2012-01-01,artist,176946,False,2,0.433,0.307,0,-8.796,1,0.0327,0.65,0.0,0.0635,0.378,178.114,4,1,0,0,1,0,0,0,0,0,0,0,2012
Nicki Minaj,Pound The Alarm,Pink Friday ... Roman Reloaded (Deluxe),album,2012-01-01,artist,205640,True,11,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,4,1,1,0,0,1,0,0,0,0,0,0,2012
Nicki Minaj,Starships,Pink Friday ... Roman Reloaded (Deluxe),album,2012-01-01,artist,210626,True,10,0.747,0.716,11,-2.457,0,0.0751,0.135,0.0,0.251,0.751,125.006,4,1,1,0,0,1,0,0,0,0,0,0,2012
Maroon 5,Payphone,Overexposed,album,2012-01-01,artist,231386,True,2,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,4,1,0,0,1,0,0,0,0,0,0,0,2012
Carly Rae Jepsen,Call Me Maybe,Kiss (Deluxe),album,2012-01-01,artist,193400,False,3,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,1,1,0,0,0,1,0,0,0,0,0,2012
McFly,Silence Is A Scary Sound,Memory Lane (The Best Of McFly) [Deluxe Edition],compilation,2012-01-01,artist,203617,False,7,0.31,0.986,4,-3.731,1,0.0825,0.000321,6.47e-06,0.367,0.39,100.436,4,1,1,0,0,0,0,0,0,0,0,0,2012
Demi Lovato,Give Your Heart a Break,Give Your Heart A Break,single,2012-01-01,artist,206026,False,1,0.649,0.696,6,-3.213,1,0.0484,0.212,0.0,0.141,0.577,123.019,4,1,1,0,0,0,0,0,0,0,0,0,2012
Maroon 5,Love Somebody,Overexposed (Deluxe),album,2012-01-01,artist,229826,False,6,0.675,0.79,1,-6.295,1,0.0369,0.129,0.0,0.121,0.423,120.015,4,1,0,0,1,0,0,0,0,0,0,0,2012
Owl City,Good Time,The Midsummer Station,album,2012-01-01,artist,205933,False,7,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,4,1,0,0,1,0,0,0,0,0,0,0,2012
McFly,Don't Stop Me Now,Memory Lane (The Best Of McFly) [Deluxe Edition],compilation,2012-01-01,artist,204000,False,12,0.465,0.843,5,-3.692,1,0.0497,0.0101,0.0,0.376,0.563,156.635,4,1,1,0,0,0,0,0,0,0,0,0,2012
Of Monsters and Men,Little Talks,My Head Is An Animal,album,2012-01-01,artist,266600,False,6,0.445,0.757,1,-5.177,1,0.0322,0.0206,0.0,0.146,0.421,102.878,4,1,0,0,1,0,0,0,0,0,0,1,2012
Taylor Swift,Safe & Sound - from The Hunger Games Soundtrack,The Hunger Games: Songs From District 12 And Beyond,compilation,2012-01-01,artist,240066,False,4,0.472,0.3,7,-10.807,1,0.028,0.883,1.04e-05,0.0698,0.289,144.317,4,1,0,0,0,0,0,0,0,0,0,0,2012
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),R.E.D. (Deluxe Edition),album,2012-01-01,artist,251626,False,3,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,4,1,1,0,0,1,0,1,0,0,0,0,2012
Emeli Sandé,Next To Me,Our Version Of Events,album,2012-01-01,artist,196866,False,11,0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,4,1,1,0,0,0,0,1,0,0,0,0,2012
Phillip Phillips,Home,Home,single,2012-01-01,artist,209226,False,1,0.592,0.792,0,-5.884,1,0.0335,0.0215,0.0,0.159,0.293,121.001,4,1,0,0,1,0,0,0,0,0,0,1,2012
McFly,The Heart Never Lies - Radio Edit,Memory Lane (The Best Of McFly) [Deluxe Edition],compilation,2012-01-01,artist,207253,False,8,0.327,0.799,7,-5.399,1,0.039,0.0687,1.14e-05,0.278,0.446,199.752,4,1,1,0,0,0,0,0,0,0,0,0,2012
Justin Bieber,Boyfriend,Believe,album,2012-01-01,artist,171333,False,2,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,4,1,0,0,0,0,0,0,0,0,0,0,2012
Pitbull,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),album,2012-01-01,artist,229506,False,3,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,4,1,1,0,0,1,0,0,0,0,1,0,2012
Maroon 5,Daylight,Overexposed (Deluxe),album,2012-01-01,artist,225400,False,3,0.662,0.67,2,-5.504,1,0.027,0.0022,0.0,0.203,0.352,119.977,4,1,0,0,1,0,0,0,0,0,0,0,2012
McFly,Love Is Easy,Love Is Easy,single,2012-01-01,artist,221425,False,1,0.685,0.682,9,-6.925,1,0.117,0.0802,0.0,0.449,0.783,152.046,4,1,1,0,0,0,0,0,0,0,0,0,2012
Swedish House Mafia,Don't You Worry Child,Until Now,album,2012-01-01,artist,403493,False,7,0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,4,1,1,0,0,0,1,0,0,0,0,0,2012
Maroon 5,One More Night,Overexposed (Deluxe),album,2012-01-01,artist,219466,False,1,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4,1,0,0,1,0,0,0,0,0,0,0,2012
Jason Mraz,I Won't Give Up,I Won't Give Up,single,2012-01-03,artist,240165,False,1,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,3,1,0,0,1,0,0,0,0,0,0,0,2012
Train,Drive By,Drive By,single,2012-01-10,artist,196626,False,1,0.759,0.849,1,-3.198,0,0.0317,0.000983,1.51e-05,0.0864,0.73,122.033,4,1,1,0,1,0,0,0,0,0,0,0,2012
fun.,Some Nights,Some Nights,album,2012-02-21,artist,277040,True,2,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,4,1,0,0,1,0,0,0,0,0,0,0,2012
fun.,Carry On,Some Nights,album,2012-02-21,artist,278373,False,4,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,5,1,0,0,1,0,0,0,0,0,0,0,2012
fun.,We Are Young (feat. Janelle Monáe),Some Nights,album,2012-02-21,artist,250626,False,3,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4,1,0,0,1,0,0,0,0,0,0,0,2012
Katy Perry,California Gurls,Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,234653,False,3,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,4,1,1,0,0,0,0,0,0,0,0,0,2012
Katy Perry,Wide Awake,Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,220946,False,15,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,4,1,1,0,0,0,0,0,0,0,0,0,2012
Katy Perry,The One That Got Away - Acoustic,Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,259040,False,13,0.714,0.434,4,-11.542,1,0.0396,0.697,0.0,0.0919,0.352,123.942,4,1,1,0,0,0,0,0,0,0,0,0,2012
Katy Perry,The One That Got Away,Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,227333,False,7,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,4,1,1,0,0,0,0,0,0,0,0,0,2012
Katy Perry,Teenage Dream,Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,227760,False,1,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,4,1,1,0,0,0,0,0,0,0,0,0,2012
Katy Perry,Firework,Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,227880,False,4,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,4,1,1,0,0,0,0,0,0,0,0,0,2012
Katy Perry,E.T.,Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,206373,False,8,0.603,0.872,5,-5.404,0,0.0792,0.0213,0.0,0.366,0.691,150.104,4,1,1,0,0,0,0,0,0,0,0,0,2012
Katy Perry,Part Of Me,Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,216160,False,14,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,4,1,1,0,0,0,0,0,0,0,0,0,2012
Katy Perry,Last Friday Night (T.G.I.F.),Katy Perry - Teenage Dream: The Complete Confection,album,2012-03-12,artist,230746,False,2,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,4,1,1,0,0,0,0,0,0,0,0,0,2012
Train,50 Ways to Say Goodbye,California 37,album,2012-04-17,artist,247946,False,5,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,4,1,1,0,1,0,0,0,0,0,0,0,2012
Flo Rida,Whistle,Whistle,single,2012-04-24,artist,225000,False,1,0.754,0.933,0,-5.786,1,0.0448,0.0199,0.0,0.297,0.75,103.992,4,1,1,0,0,1,0,0,0,0,0,0,2012
